Temp,Frequency,Power,Error,inv,header
40,13980.3,0.0000000261301,-0.92925,8,5
60,41901.3,0.0000000329977,-0.680732,8,5
80,107144,0.0000000570964,0,8,5
100,242779,0.000000110568,0.948626,8,5
-20,112.195568544312,0.000000008840131,1.50696297354558,10,5
0,722.126460229968,0.00000001524239,0,10,5
20,3349.17717415185,0.00000002058277,-0.737161530104672,10,5
40,12192.1809592759,0.0000000232258,-0.958194826356987,10,5
60,36512.8211120053,0.00000002916191,-0.703023668618883,10,5
80,93199.0769563418,0.00000004966323,0,10,5
100,211027.539515962,0.00000009633368,0.960864524613811,10,5
-20,371.333,0.0000000333428,1.65958,2,7
0,2307.32,0.0000000449092,0,2,7
20,10301.3,0.0000000653856,-0.823372,2,7
40,35932.4,0.0000000927272,-1.03468,2,7
60,103215,0.000000131883,-0.729471,2,7
80,254227,0.00000029266,-1.42109E-14,2,7
100,580078,0.00000052861,0.465696,2,7
-20,231.419,0.0000000149485,1.43364,4,7
0,1452.18,0.0000000257503,0,4,7
20,6578.75,0.0000000351445,-0.659606,4,7
40,23400.5,0.0000000381886,-0.78178,4,7
60,69134,0.0000000475691,-0.514839,4,7
80,177087,0.0000000831583,0,4,7
100,402866,0.000000169383,0.748018,4,7
-20,178.998,0.0000000117165,1.37849,6,7
0,1130.14,0.0000000200139,0,6,7
20,5170.32,0.0000000268977,-0.648713,6,7
40,18701.3,0.0000000305966,-0.848568,6,7
60,55924,0.0000000396908,-0.627369,6,7
80,142974,0.0000000671843,0,6,7
100,324015,0.000000131351,0.88919,6,7
-20,147.771,0.0000000097521,1.47024,8,7
0,946.03,0.0000000167601,0,8,7
20,4373.42,0.0000000227744,-0.721098,8,7
40,15884.6,0.0000000260116,-0.936496,8,7
60,47493.1,0.0000000332284,-0.684065,8,7
80,121172,0.0000000571792,1.42109E-14,8,7
100,274238,0.000000111786,0.9406,8,7
-20,127.776911734265,0.000000008488622,1.54319766824051,10,7
0,823.680484455914,0.00000001468081,0,10,7
20,3813.46075376865,0.00000002008085,-0.743743592843089,10,7
40,13849.2051456445,0.000000022785,-0.963557741961921,10,7
60,41372.3540828101,0.00000002865393,-0.704230596845534,10,7
80,105383.050527379,0.00000004987046,0,10,7
100,238363.851454508,0.0000000977605,0.950506238839637,10,7
-20,407.799,0.0000000308752,1.68574,2,9
0,2540.8,0.0000000426656,0,2,9
20,11329.3,0.0000000623133,-0.814954,2,9
40,39466.1,0.0000000878858,-1.01743,2,9
60,113355,0.000000123358,-0.717398,2,9
80,279309,0.000000258915,1.42109E-14,2,9
100,632331,0.000000512538,0.561146,2,9
-20,254.122,0.0000000144267,1.47167,4,9
0,1599.4,0.0000000248723,0,4,9
20,7241.01,0.0000000342694,-0.666605,4,9
40,25727.5,0.0000000377561,-0.791151,4,9
60,75908.3,0.0000000474271,-0.523626,4,9
80,194072,0.0000000832124,-1.42109E-14,4,9
100,440595,0.000000172238,0.761226,4,9
-20,196.708,0.0000000113383,1.41561,6,9
0,1245.47,0.0000000194027,0,6,9
20,5695,0.0000000263318,-0.657363,6,9
40,20570.1,0.0000000299855,-0.856501,6,9
60,61400.3,0.0000000394103,-0.628831,6,9
80,156771,0.0000000675944,0,6,9
100,354712,0.000000133265,0.895721,6,9
-20,162.545,0.00000000945581,1.50741,8,9
0,1043.28,0.0000000162881,0,8,9
20,4817.94,0.000000022339,-0.726442,8,9
40,17468.8,0.0000000257625,-0.939449,8,9
60,52127.8,0.0000000330286,-0.68078,8,9
80,132856,0.0000000574189,0,8,9
100,300227,0.000000113152,0.94418,8,9
-20,140.59,8.24E-09,1.57654792211194,10,9
0,908.32,1.43E-08,0,10,9
20,4200.35,1.97E-08,-0.747102050325793,10,9
40,15226.87,2.29E-08,-0.963118414447962,10,9
60,45400.19,2.90E-08,-0.697126991966286,10,9
80,115561.29,5.01E-08,1.42E-14,10,9
100,260866.39,9.87E-08,0.960764273974476,10,9
