Temp,Frequency,Power,Error,inv,header,HeaderType,StdCellType
40,55785,7.20645366208272e-07,-0.416053800994675,6,7,A,hs
60,139487,7.20645366208272e-07,-0.34869962894204,6,7,A,hs
80,315642.5,7.20645366208272e-07,-0.163417260599424,6,7,A,hs
100,656003.5,7.20645366208272e-07,0.115988256756474,6,7,A,hs
-20,1720.5,6.56954286472337e-07,-0.0319464203210611,8,7,A,hs
0,6565.5,6.56954286472337e-07,-0.065164911600311,8,7,A,hs
20,20774.5,6.56954286472337e-07,-0.333050984452441,8,7,A,hs
40,57747,6.56954286472337e-07,-0.223842223335456,8,7,A,hs
60,142621.5,6.56954286472337e-07,-0.00362899474330902,8,7,A,hs
80,315254.5,6.56954286472337e-07,-0.00161388383947525,8,7,A,hs
100,639615.5,6.56954286472337e-07,-0.0438740762763814,8,7,A,hs
-20,1454.5,7.582715747498e-07,1.20628795608132,10,7,A,hs
0,5143.5,7.582715747498e-07,-0.0605974947145823,10,7,A,hs
20,16587.5,7.582715747498e-07,-0.112887937916987,10,7,A,hs
40,46376.5,7.582715747498e-07,-0.033063447392923,10,7,A,hs
60,114497,7.582715747498e-07,0.033644636543503,10,7,A,hs
80,254286.5,7.582715747498e-07,0.0147957888044417,10,7,A,hs
100,518458.5,7.582715747498e-07,-0.00448166175058873,10,7,A,hs
-20,1834.66666666667,6.78229552369813e-07,-0.0297854600835521,4,9,A,hs
0,7745.33333333333,6.78229552369813e-07,0.150197695385187,4,9,A,hs
20,26017,6.78229552369813e-07,-0.184647340564849,4,9,A,hs
40,76485.3333333333,6.78229552369813e-07,-0.109561429736947,4,9,A,hs
60,197604,6.78229552369813e-07,-0.00127505941222239,4,9,A,hs
80,456994,6.78229552369813e-07,0.0353699459366652,4,9,A,hs
100,963416,6.78229552369813e-07,0.0104892149560859,4,9,A,hs
-20,1711.33333333333,8.04566968220699e-07,-0.0770178222244565,6,9,A,hs
0,6752,8.04566968220699e-07,-0.0496170657012699,6,9,A,hs
20,21722.3333333333,8.04566968220699e-07,-0.413712077507263,6,9,A,hs
40,61351.6666666667,8.04566968220699e-07,-0.382254480273555,6,9,A,hs
60,153944,8.04566968220699e-07,-0.20682930549305,6,9,A,hs
80,346918,8.04566968220699e-07,-0.100737245727492,6,9,A,hs
100,718448.666666667,8.04566968220699e-07,0.078322742211905,6,9,A,hs
-20,1670.75,7.99349601007359e-07,0.369256602527976,8,9,A,hs
0,6226.75,7.99349601007359e-07,-0.379121425087457,8,9,A,hs
20,20200.75,7.99349601007359e-07,-0.518249732844453,8,9,A,hs
40,56968,7.99349601007359e-07,-0.470720759365555,8,9,A,hs
60,142893.5,7.99349601007359e-07,-0.241551874094275,8,9,A,hs
80,321894,7.99349601007359e-07,-0.0801101586522535,8,9,A,hs
100,664664.25,7.99349601007359e-07,0.0919409899938088,8,9,A,hs
-20,1414,7.68357163795114e-07,0.840451475155657,10,9,A,hs
0,5144,7.68357163795114e-07,0.0276860094926931,10,9,A,hs
20,16323.5555555556,7.68357163795114e-07,-0.445537120370367,10,9,A,hs
40,46151.7777777778,7.68357163795114e-07,-0.334078190527891,10,9,A,hs
60,115250,7.68357163795114e-07,-0.198383730759838,10,9,A,hs
80,259312.777777778,7.68357163795114e-07,-0.0554126676750855,10,9,A,hs
100,533605.444444444,7.68357163795114e-07,0.0338362933185515,10,9,A,hs
-20,127,3.23287855929203e-07,0.794666934962595,4,3,A,hd
0,558.7,3.23287855929203e-07,0.535215985696592,4,3,A,hd
20,2231.9,3.23287855929203e-07,0.100672446150601,4,3,A,hd
40,7771.5,3.23287855929203e-07,0.210243112028998,4,3,A,hd
60,23086.3,3.23287855929203e-07,0.1586664917468,4,3,A,hd
80,60537.6,3.23287855929203e-07,0.0625856895137332,4,3,A,hd
100,142937.2,3.23287855929203e-07,-0.0996065678304234,4,3,A,hd
-20,129.5,2.44027697469062e-07,0.650577204396424,6,3,A,hd
0,597.875,2.44027697469062e-07,-0.0797415091682236,6,3,A,hd
20,2347.75,2.44027697469062e-07,-0.311720262269828,6,3,A,hd
40,7900,2.44027697469062e-07,-0.189232745786649,6,3,A,hd
60,22885.25,2.44027697469062e-07,-0.13116209098111,6,3,A,hd
80,58738.25,2.44027697469062e-07,-0.0421202589955563,6,3,A,hd
100,136055.5,2.44027697469062e-07,0.0106208745231804,6,3,A,hd
-20,110.75,3.69884795586376e-07,1.72018259960235,8,3,A,hd
0,452.15,3.69884795586376e-07,-0.588161938073084,8,3,A,hd
20,1777.8,3.69884795586376e-07,-0.974724304781207,8,3,A,hd
40,6106.8,3.69884795586376e-07,-0.683090836305152,8,3,A,hd
60,18084.5,3.69884795586376e-07,-0.344211278130195,8,3,A,hd
80,47044.45,3.69884795586376e-07,-0.0883244246710987,8,3,A,hd
100,109803.5,3.69884795586376e-07,0.0451803635946391,8,3,A,hd
-20,94.9444444444444,3.95098429828018e-07,2.03700381744706,10,3,A,hd
0,376.611111111111,3.95098429828018e-07,-0.516267958741321,10,3,A,hd
20,1487.83333333333,3.95098429828018e-07,-0.813659370356296,10,3,A,hd
40,5092.05555555556,3.95098429828018e-07,-0.5829864593805,10,3,A,hd
60,15048.1111111111,3.95098429828018e-07,-0.29746623534132,10,3,A,hd
80,39145.2222222222,3.95098429828018e-07,-0.0902366852782074,10,3,A,hd
100,91621.4444444444,3.95098429828018e-07,0.0614662192353216,10,3,A,hd
-20,116,3.64836303627038e-07,0.251817387483076,4,5,A,hd
0,590.833333333333,3.64836303627038e-07,-0.145793081213037,4,5,A,hd
20,2455.66666666667,3.64836303627038e-07,-0.336101638668978,4,5,A,hd
40,8637.33333333333,3.64836303627038e-07,-0.268424978317929,4,5,A,hd
60,26240.6666666667,3.64836303627038e-07,-0.187706622469885,4,5,A,hd
80,70493,3.64836303627038e-07,-0.0614527810082042,4,5,A,hd
100,170370.333333333,3.64836303627038e-07,-5.74384028387461e-05,4,5,A,hd
-20,180.125,4.81986568664761e-07,2.87373386402416,6,5,A,hd
0,685.375,4.81986568664761e-07,-0.200450513002048,6,5,A,hd
20,2713.25,4.81986568664761e-07,-0.334425085666278,6,5,A,hd
40,9142.25,4.81986568664761e-07,-0.223903728970939,6,5,A,hd
60,26568.375,4.81986568664761e-07,-0.147698454149502,6,5,A,hd
80,68457.25,4.81986568664761e-07,-0.0773386934485103,6,5,A,hd
100,160246.25,4.81986568664761e-07,0.115900829950718,6,5,A,hd
-20,145,1.945946705625e-07,2.64870100861324,8,5,A,hd
0,507.25,1.945946705625e-07,-1.20397539297392,8,5,A,hd
20,1866.5,1.945946705625e-07,-2.15106306636637,8,5,A,hd
40,6288.25,1.945946705625e-07,-1.79488826879576,8,5,A,hd
60,18515.25,1.945946705625e-07,-1.14634149123907,8,5,A,hd
80,48256.25,1.945946705625e-07,-0.422153731635674,8,5,A,hd
100,113495,1.945946705625e-07,0.387494049948138,8,5,A,hd
-20,134.2,3.42274247262271e-07,2.70602845436118,10,5,A,hd
0,496.4,3.42274247262271e-07,-0.892753187463528,10,5,A,hd
20,1921.4,3.42274247262271e-07,-1.317147850493,10,5,A,hd
40,6572.8,3.42274247262271e-07,-0.885693438191245,10,5,A,hd
60,19301.7,3.42274247262271e-07,-0.502718670344119,10,5,A,hd
80,49993.9,3.42274247262271e-07,-0.159256411818663,10,5,A,hd
100,116645.4,3.42274247262271e-07,0.142977487720188,10,5,A,hd
-20,178.5,2.85560076954724e-07,0.528263670377131,4,7,A,hd
0,874.833333333333,2.85560076954724e-07,-0.205096235516208,4,7,A,hd
20,3660.33333333333,2.85560076954724e-07,-0.273595103215971,4,7,A,hd
40,12875.8333333333,2.85560076954724e-07,-0.132329185973916,4,7,A,hd
60,38443.5,2.85560076954724e-07,-0.373958815261965,4,7,A,hd
80,103365.833333333,2.85560076954724e-07,-0.145058562752231,4,7,A,hd
100,249120.333333333,2.85560076954724e-07,0.0350363350387208,4,7,A,hd
-20,202.75,4.42129484968731e-07,2.03113461362493,6,7,A,hd
0,809,4.42129484968731e-07,-0.57849370717417,6,7,A,hd
20,3236.375,4.42129484968731e-07,-0.715499022873069,6,7,A,hd
40,11046.5,4.42129484968731e-07,-0.514103658592521,6,7,A,hd
60,32552.5,4.42129484968731e-07,-0.281547256826604,6,7,A,hd
80,84590.875,4.42129484968731e-07,-0.0648084468041361,6,7,A,hd
100,197251.375,4.42129484968731e-07,0.0214810640676397,6,7,A,hd
-20,141.045454545455,2.76178570473995e-07,1.24317697453866,8,7,A,hd
0,606.681818181818,2.76178570473995e-07,-0.491672340263017,8,7,A,hd
20,2414.40909090909,2.76178570473995e-07,-0.7653829924148,8,7,A,hd
40,8304.5,2.76178570473995e-07,-0.546839001462341,8,7,A,hd
60,24665.0454545455,2.76178570473995e-07,-0.274237202522115,8,7,A,hd
80,64466.0454545455,2.76178570473995e-07,-0.0724184856345832,8,7,A,hd
100,151462.318181818,2.76178570473995e-07,0.0510087911937957,8,7,A,hd
-20,112.923076923077,2.83489671503194e-07,1.01341772680729,10,7,A,hd
0,511.961538461538,2.83489671503194e-07,-0.166080063357265,10,7,A,hd
20,2063.80769230769,2.83489671503194e-07,-0.314164594639001,10,7,A,hd
40,7090.73076923077,2.83489671503194e-07,-0.158755114929095,10,7,A,hd
60,20963.8076923077,2.83489671503194e-07,-0.0310090600425426,10,7,A,hd
80,54598.3076923077,2.83489671503194e-07,0.0177634505046969,10,7,A,hd
100,127753.730769231,2.83489671503194e-07,-0.0464591203199595,10,7,A,hd
-20,176.875,4.4505663331589e-07,1.28312882640905,4,9,A,hd
0,739.875,4.4505663331589e-07,-0.650319960270209,4,9,A,hd
20,3345.125,4.4505663331589e-07,0.72067760091063,4,9,A,hd
40,11637,4.4505663331589e-07,0.639071568730365,4,9,A,hd
60,34764,4.4505663331589e-07,0.46841047773996,4,9,A,hd
80,91422.75,4.4505663331589e-07,0.186705076617017,4,9,A,hd
100,215970.25,4.4505663331589e-07,-0.237503769829427,4,9,A,hd
-20,185.818181818182,3.04811531159959e-07,0.399097255325166,6,9,A,hd
0,888.272727272727,3.04811531159959e-07,-0.0491436607791361,6,9,A,hd
20,3530.13636363636,3.04811531159959e-07,-0.157274618051123,6,9,A,hd
40,11867.6363636364,3.04811531159959e-07,-0.11720681142941,6,9,A,hd
60,34578.0454545455,3.04811531159959e-07,-0.024095295057861,6,9,A,hd
80,88959.1363636364,3.04811531159959e-07,0.00641527515115957,6,9,A,hd
100,206316.772727273,3.04811531159959e-07,-0.0261174533215519,6,9,A,hd
-20,156.666666666667,2.53607024841277e-07,2.99981306898544,8,9,A,hd
0,588,2.53607024841277e-07,-0.371749585664665,8,9,A,hd
20,2337,2.53607024841277e-07,-0.610627757919162,8,9,A,hd
40,7948.16666666667,2.53607024841277e-07,-0.533696221450666,8,9,A,hd
60,23553.8333333333,2.53607024841277e-07,-0.269215457941388,8,9,A,hd
80,61357.3333333333,2.53607024841277e-07,-0.104225793521105,8,9,A,hd
100,144489.333333333,2.53607024841277e-07,0.118424310412559,8,9,A,hd
-20,147.636363636364,3.71701983776618e-07,1.28093850270312,10,9,A,hd
0,608.363636363636,3.71701983776618e-07,-0.610332685088237,10,9,A,hd
20,2362.59090909091,3.71701983776618e-07,-0.858407644432906,10,9,A,hd
40,7917.77272727273,3.71701983776618e-07,-0.69445520519458,10,9,A,hd
60,23080.9090909091,3.71701983776618e-07,-0.403259513181084,10,9,A,hd
80,59459.1363636364,3.71701983776618e-07,-0.135278147804147,10,9,A,hd
100,137970.045454545,3.71701983776618e-07,0.0790478241608125,10,9,A,hd
-20,5336704,7.17824612606992e-05,-1.03102213008572,4,3,B,hs
0,9742688,7.17824612606992e-05,0.645349049710973,4,3,B,hs
20,16206944,7.17824612606992e-05,2.00009824013646,4,3,B,hs
40,24755200,7.17824612606992e-05,2.49800907597159,4,3,B,hs
60,35499360,7.17824612606992e-05,2.28701670024035,4,3,B,hs
80,48114624,7.17824612606992e-05,1.01763340097686,4,3,B,hs
100,61830752,7.17824612606992e-05,-1.94784834997836,4,3,B,hs
-20,4385040,5.40805313028149e-05,-1.14743147137532,6,3,B,hs
0,8065600,5.40805313028149e-05,0.731935465954629,6,3,B,hs
20,13395360,5.40805313028149e-05,1.96418297712167,6,3,B,hs
40,20513984,5.40805313028149e-05,2.50449336330113,6,3,B,hs
60,29431920,5.40805313028149e-05,2.22612887247967,6,3,B,hs
80,39989648,5.40805313028149e-05,0.993906285006378,6,3,B,hs
100,51947424,5.40805313028149e-05,-1.27268055160727,6,3,B,hs
-20,3957776,4.49002304023776e-05,-1.15708480599478,8,3,B,hs
0,7253904,4.49002304023776e-05,1.03633427883182,8,3,B,hs
20,11876912,4.49002304023776e-05,2.13880878396697,8,3,B,hs
40,18016288,4.49002304023776e-05,2.64060800015145,8,3,B,hs
60,25631952,4.49002304023776e-05,2.3163551639681,8,3,B,hs
80,34576224,4.49002304023776e-05,1.00461676274429,8,3,B,hs
100,44688592,4.49002304023776e-05,-1.27437482767715,8,3,B,hs
-20,3536166.4,4.24994570860228e-05,-1.06476776650763,10,3,B,hs
0,6514816,4.24994570860228e-05,1.02329809925928,10,3,B,hs
20,10715622.4,4.24994570860228e-05,2.04353216507233,10,3,B,hs
40,16367270.4,4.24994570860228e-05,2.60347194177092,10,3,B,hs
60,23390937.6,4.24994570860228e-05,2.26087280584855,10,3,B,hs
80,31701414.4,4.24994570860228e-05,1.00631408120682,10,3,B,hs
100,41097945.6,4.24994570860228e-05,-1.27050437175357,10,3,B,hs
-20,6055424,6.38524724146007e-05,-1.05182126112511,4,5,B,hs
0,11532896,6.38524724146007e-05,1.05025241451185,4,5,B,hs
20,19520704,6.38524724146007e-05,2.19195939609309,4,5,B,hs
40,30396320,6.38524724146007e-05,2.68161132559399,4,5,B,hs
60,44261280,6.38524724146007e-05,2.43563011344959,4,5,B,hs
80,60689664,6.38524724146007e-05,1.04086153565918,4,5,B,hs
100,79535648,6.38524724146007e-05,-1.29863885409193,4,5,B,hs
-20,0,Inf,Inf,6,5,B,hs
0,0,Inf,Inf,6,5,B,hs
20,0,Inf,Inf,6,5,B,hs
40,0,Inf,Inf,6,5,B,hs
60,0,Inf,Inf,6,5,B,hs
80,0,Inf,Inf,6,5,B,hs
100,0,Inf,Inf,6,5,B,hs
-20,6556181.33333333,6.06485586073019e-05,-1.22270880850313,8,5,B,hs
0,11817024,6.06485586073019e-05,1.04204211534184,8,5,B,hs
20,19115093.3333333,6.06485586073019e-05,2.39095617902877,8,5,B,hs
40,28579733.3333333,6.06485586073019e-05,2.92877722033737,8,5,B,hs
60,40113194.6666667,6.06485586073019e-05,2.57213878430383,8,5,B,hs
80,53394922.6666667,6.06485586073019e-05,1.12630254341458,8,5,B,hs
100,68155093.3333333,6.06485586073019e-05,-1.355597155956,8,5,B,hs
-20,4953024,5.06851358068201e-05,-1.1414957728397,10,5,B,hs
0,9053964.8,5.06851358068201e-05,0.991660689423501,10,5,B,hs
20,14868748.8,5.06851358068201e-05,2.16403176897149,10,5,B,hs
40,22609932.8,5.06851358068201e-05,2.73185387836419,10,5,B,hs
60,32209644.8,5.06851358068201e-05,2.40888388619435,10,5,B,hs
80,43466400,5.06851358068201e-05,1.07004996509148,10,5,B,hs
100,56114041.6,5.06851358068201e-05,-1.33818725207883,10,5,B,hs
-20,8012864,7.51699874038669e-05,-0.915225966319147,4,7,B,hs
0,14807328,7.51699874038669e-05,0.643597699716708,4,7,B,hs
20,24973728,7.51699874038669e-05,1.97722231310847,4,7,B,hs
40,38530624,7.51699874038669e-05,2.41477422124296,4,7,B,hs
60,55658688,7.51699874038669e-05,2.1150359305132,4,7,B,hs
80,76118880,7.51699874038669e-05,0.930799841861024,4,7,B,hs
100,99447584,7.51699874038669e-05,-1.25816276677657,4,7,B,hs
-20,7009280,6.87571653106147e-05,-1.15230313941494,6,7,B,hs
0,13242816,6.87571653106147e-05,1.08082274012073,6,7,B,hs
20,22211328,6.87571653106147e-05,2.26666103955479,6,7,B,hs
40,34329920,6.87571653106147e-05,2.819083784248,6,7,B,hs
60,49508736,6.87571653106147e-05,2.45209868709108,6,7,B,hs
80,67519680,6.87571653106147e-05,1.10564489708531,6,7,B,hs
100,87840960,6.87571653106147e-05,-1.37100200741328,6,7,B,hs
-20,7114368,6.76516680856276e-05,-1.6494905930919,8,7,B,hs
0,13113941.3333333,6.76516680856276e-05,1.10006192942572,8,7,B,hs
20,21413760,6.76516680856276e-05,2.36754110558492,8,7,B,hs
40,32310549.3333333,6.76516680856276e-05,2.88109703211649,8,7,B,hs
60,45744277.3333333,6.76516680856276e-05,2.54281399302001,8,7,B,hs
80,61327381.3333333,6.76516680856276e-05,1.09907806343136,8,7,B,hs
100,78807424,6.76516680856276e-05,-1.34292450075095,8,7,B,hs
-20,6154982.4,6.01271586510019e-05,-1.15025342886269,10,7,B,hs
0,11243520,6.01271586510019e-05,1.06004443142684,10,7,B,hs
20,18390092.8,6.01271586510019e-05,2.2526228675316,10,7,B,hs
40,27848832,6.01271586510019e-05,2.78901467080325,10,7,B,hs
60,39558067.2,6.01271586510019e-05,2.47186278348169,10,7,B,hs
80,53215449.6,6.01271586510019e-05,1.08923693428575,10,7,B,hs
100,68523609.6,6.01271586510019e-05,-1.35662297370859,10,7,B,hs
-20,9036736,9.37342358263058e-05,-1.10424849970294,4,9,B,hs
0,17173440,9.37342358263058e-05,1.08334978574609,4,9,B,hs
20,28924928,9.37342358263058e-05,2.19393066765247,4,9,B,hs
40,44965440,9.37342358263058e-05,2.77505951239954,4,9,B,hs
60,65008384,9.37342358263058e-05,2.30642001075528,4,9,B,hs
80,89138432,9.37342358263058e-05,1.05922532827591,4,9,B,hs
100,116388288,9.37342358263058e-05,-1.3794966790034,4,9,B,hs
-20,7362432,8.12011283501404e-05,-1.16320775398702,6,9,B,hs
0,14040448,8.12011283501404e-05,1.15021113121024,6,9,B,hs
20,23752512,8.12011283501404e-05,2.45073837978526,6,9,B,hs
40,36869600,8.12011283501404e-05,2.98835547284592,6,9,B,hs
60,53336096,8.12011283501404e-05,2.56537737696777,6,9,B,hs
80,72888576,8.12011283501404e-05,1.11714266222371,6,9,B,hs
100,95060288,8.12011283501404e-05,-1.41734445850809,6,9,B,hs
-20,10637248,0.000104201821113584,-1.80925745828333,8,9,B,hs
0,19198016,0.000104201821113584,1.08843528678204,8,9,B,hs
20,30465984,0.000104201821113584,2.12806061255339,8,9,B,hs
40,45122432,0.000104201821113584,2.7403075027531,8,9,B,hs
60,62673344,0.000104201821113584,2.33031721180946,8,9,B,hs
80,82920448,0.000104201821113584,1.04597367618325,8,9,B,hs
100,105407872,0.000104201821113584,-1.16634333491318,8,9,B,hs
-20,7189944,7.77182357620779e-05,-1.59652938700433,10,9,B,hs
0,13279832,7.77182357620779e-05,1.08578371622916,10,9,B,hs
20,21684320,7.77182357620779e-05,2.29283852088211,10,9,B,hs
40,32776816,7.77182357620779e-05,2.85590994649638,10,9,B,hs
60,46430064,7.77182357620779e-05,2.51937380785704,10,9,B,hs
80,62304872,7.77182357620779e-05,1.11444945830894,10,9,B,hs
100,80047336,7.77182357620779e-05,-1.35236731655042,10,9,B,hs
-20,2729715.2,3.81010160682411e-05,-1.02952381888456,4,3,B,hd
0,5458982.4,3.81010160682411e-05,0.894163281853779,4,3,B,hd
20,9714624,3.81010160682411e-05,2.18354268586937,4,3,B,hd
40,15751104,3.81010160682411e-05,2.74917198451599,4,3,B,hd
60,23675123.2,3.81010160682411e-05,2.43213745145581,4,3,B,hd
80,33398028.8,3.81010160682411e-05,1.04487411644374,4,3,B,hd
100,44859212.8,3.81010160682411e-05,-1.28299331535112,4,3,B,hd
-20,2412377.6,3.41856959678809e-05,-1.24030151480494,6,3,B,hd
0,4790195.2,3.41856959678809e-05,0.878891203908667,6,3,B,hd
20,8416012.8,3.41856959678809e-05,2.15670427165789,6,3,B,hd
40,13513689.6,3.41856959678809e-05,2.74805774875848,6,3,B,hd
60,20129356.8,3.41856959678809e-05,2.42244412910443,6,3,B,hd
80,28184460.8,3.41856959678809e-05,1.04765666167388,6,3,B,hd
100,37580838.4,3.41856959678809e-05,-1.32896341892424,6,3,B,hd
-20,2143852.8,2.89114403250958e-05,-1.04230046282944,8,3,B,hd
0,4220300.8,2.89114403250958e-05,0.875588979141969,8,3,B,hd
20,7404761.6,2.89114403250958e-05,2.10334227808684,8,3,B,hd
40,11863712,2.89114403250958e-05,2.58873063052877,8,3,B,hd
60,17689779.2,2.89114403250958e-05,2.27902081361512,8,3,B,hd
80,24846905.6,2.89114403250958e-05,1.04778568876994,8,3,B,hd
100,33170227.2,2.89114403250958e-05,-1.28018892497164,8,3,B,hd
-20,1767959.27272727,2.38251899222037e-05,-1.01145540154587,10,3,B,hd
0,3510737.45454545,2.38251899222037e-05,0.848128919289666,10,3,B,hd
20,6197748.36363636,2.38251899222037e-05,1.98314859197633,10,3,B,hd
40,10004311.2727273,2.38251899222037e-05,2.49334887805678,10,3,B,hd
60,15019165.0909091,2.38251899222037e-05,2.25371625924693,10,3,B,hd
80,21183360,2.38251899222037e-05,1.00584375153805,10,3,B,hd
100,28400360.7272727,2.38251899222037e-05,-1.27935826777775,10,3,B,hd
-20,4294688,5.10712155755611e-05,-1.16042561391325,4,5,B,hd
0,8601760,5.10712155755611e-05,1.24301261452023,4,5,B,hd
20,15118720,5.10712155755611e-05,2.57119782281121,4,5,B,hd
40,24276256,5.10712155755611e-05,3.19513414658691,4,5,B,hd
60,36056000,5.10712155755611e-05,2.74566571721766,4,5,B,hd
80,50331776,5.10712155755611e-05,1.19859482853941,4,5,B,hd
100,66842016,5.10712155755611e-05,-1.44685045920281,4,5,B,hd
-20,3304601.6,4.19828779377371e-05,-1.07855306174016,6,5,B,hd
0,6461030.4,4.19828779377371e-05,0.799251380753621,6,5,B,hd
20,11393433.6,4.19828779377371e-05,2.31074489491333,6,5,B,hd
40,18222003.2,4.19828779377371e-05,2.82836477125627,6,5,B,hd
60,27102156.8,4.19828779377371e-05,2.48533370494101,6,5,B,hd
80,37920908.8,4.19828779377371e-05,1.10287467817398,6,5,B,hd
100,50449740.8,4.19828779377371e-05,-1.39992645798664,6,5,B,hd
-20,3128392,3.69747263218662e-05,-1.20594359499929,8,5,B,hd
0,6173472,3.69747263218662e-05,1.14373544681852,8,5,B,hd
20,10715384,3.69747263218662e-05,2.38437830305962,8,5,B,hd
40,17023672,3.69747263218662e-05,2.898405986834,8,5,B,hd
60,25145760,3.69747263218662e-05,2.52185398858034,8,5,B,hd
80,34974264,3.69747263218662e-05,1.11689603234252,8,5,B,hd
100,46319088,3.69747263218662e-05,-1.36220285777036,8,5,B,hd
-20,2498240,3.35152286537778e-05,-1.07994034181714,10,5,B,hd
0,4953737.14285714,3.35152286537778e-05,0.870224858486025,10,5,B,hd
20,8741673.14285714,3.35152286537778e-05,2.16095891311524,10,5,B,hd
40,14059657.1428571,3.35152286537778e-05,2.69993042901161,10,5,B,hd
